Property No. ,Type of Access (X2),Neighbourhood Status (X3),Building Condition (X4),Type of Walls (X5),Type of Wall finish (X6),Type of Floor Finish (X7),Type of Ceiling (X8),NWSC Availabilty (X9),Hydro Power Availabilty (X10),Type of Saniation Facility (X11),Availabilty of Parking Space (X12),Type of Security (X13),Type of Boundary Wall (X14),Occupency Type ,Carpet Area ,Usage Type,Usage SubType,ALV,RV,Property Tax,Avg. Property Rate (per SQM)
P117003445,Side Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,WALL,RENTED,177.74,RESIDENTIALRENTED,Mainbuilding,4950000,3861000,231660,1303.36
P117003452,Footpath,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,10.56,RESIDENTIALRENTED,TenementMuzigo,450000,351000,21060,1994.32
P117003454,Footpath,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,36.42,RESIDENTIALRENTED,TenementMuzigo,1350000,1053000,63180,1734.76
P117003456,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,13.41,RESIDENTIALRENTED,TenementMuzigo,900000,702000,42120,3140.94
P117003457,Side Road,SLUM,POOR,BRICKS,PLASTERED,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,113.4,COMMERCIAL,Retail_Space_Rear_Room,5220000,3618000,217080,1914.29
P117003461,Side Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,62.6,RESIDENTIALRENTED,TenementMuzigo,3600000,2808000,168480,2691.37
P117003462,Side Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,15.17,RESIDENTIALRENTED,TenementMuzigo,900000,702000,42120,2776.53
P117003463,Side Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,64.8,RESIDENTIALRENTED,TenementMuzigo,3600000,2808000,168480,2600.00
P117003464,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,110.05,RESIDENTIALRENTED,TenementMuzigo,8100000,6318000,379080,3444.62
P117003467,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1060.63,SPECIAL,Hotel,134212524.3,93948767,5636926.02,5314.70
P117003468,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,SECURITY GUARD,WALL,RENTED,23.5,COMMERCIAL,Retail_Space,1610784.286,1127549,67652.94,2878.85
P117003472,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,109.39,RESIDENTIALRENTED,TenementMuzigo,6480000,5054400,303264,2772.32
P117003473,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,38.46,RESIDENTIALRENTED,TenementMuzigo,1800000,1404000,84240,2190.33
P117003474,Side Road,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,199.5,COMMERCIAL,Retail_Space_Rear_Room,5880000,4116000,246960,1237.89
P117003477,Side Road,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,44.77,RESIDENTIALRENTED,TenementMuzigo,5400000,4212000,252720,5644.85
P117003480,Main Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,16.7241,RESIDENTIALRENTED,TenementMuzigo,2700000,2106000,126360,7555.56
P117003482,Side Road,SLUM,FAIR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,137.422,RESIDENTIALRENTED,TenementMuzigo,15300000,11934000,716040,5210.52
P117003483,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,26.64,RESIDENTIALRENTED,TenementMuzigo,1350000,1053000,63180,2371.62
P117003486,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,109.13,COMMERCIAL,Office_Space,8022857.143,5616000,336960,3087.69
P117003487,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,17.4,COMMERCIAL,Office_Space,1504285.714,1053000,63180,3631.03
P117003488,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,WALL,RENTED,112.43,COMMERCIAL,Retail_Space,15120000,10584000,635040,5648.31
P117003489,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,RAZOR WIRE,WALL,RENTED,310.1,COMMERCIAL,Office_Space,11031428.57,7722000,463320,1494.10
P117003491,Footpath,SLUM,FAIR,IRON SHEETS,UNPLASTERED,NONE,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,10.41,COMMERCIAL,Kiosk,300857.1429,210600,12636,1213.83
P117003492,Side Road,SLUM,GOOD,BRICKS,CLAY BRICKS,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,269.52,RESIDENTIALRENTED,TenementMuzigo,9660000,7383600,443016,1643.72
P117003493,Side Road,SLUM,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,90.48,RESIDENTIALRENTED,Mainbuilding,2700000,2106000,126360,1396.55
P117003494,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,18.01,RESIDENTIALRENTED,TenementMuzigo,1080000,842400,50544,2806.44
P117003495,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,WALL,RENTED,70.9,COMMERCIAL,Retail_Space,14400000,10080000,604800,8530.32
P117003496,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,NONE,RENTED,224.46,COMMERCIAL,Retail_Space_Rear_Room,11211428.57,7848000,470880,2097.83
P117003497,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,388.27,RESIDENTIALRENTED,TenementMuzigo,13500000,10530000,631800,1627.22
P117003498,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,278.2,COMMERCIAL,Retail_Space_Rear_Room,9216000,6451200,387072,1391.34
P117003499,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,SOFT BOARD,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,NONE,RENTED,166.5,COMMERCIAL,Retail_Space,23400000,16380000,982800,5902.70
P117003502,Main Road,SLUM,FAIR,MUD WATTLE,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,29.24,RESIDENTIALRENTED,TenementMuzigo,1620000,1263200,75792,2592.07
P117003503,Main Road,SLUM,POOR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,27.667,RESIDENTIALRENTED,TenementMuzigo,2160000,1684800,101088,3653.74
P117003504,Main Road,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,22.53,COMMERCIAL,Retail_Space_Rear_Room,1080000,842400,50544,2243.41
P117003506,Footpath,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,25.32,RESIDENTIALRENTED,TenementMuzigo,1890000,1474200,88452,3493.36
P117003508,Side Road,SLUM,FAIR,BRICKS,CLAY BRICKS,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,87.56,COMMERCIAL,Retail_Space_Rear_Room,3500999,2450699,147041.94,1679.33
P117003516,Side Road,SLUM,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,232.28,COMMERCIAL,Retail_Space_Rear_Room,15840000,11088000,665280,2864.13
P117003517,Side Road,SLUM,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,NONE,RENTED,226.08,RESIDENTIALRENTED,TenementMuzigo,11130000,8379000,502740,2223.73
P117003518,Side Road,SLUM,GOOD,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,NONE,RENTED,61.82,RESIDENTIALRENTED,TenementMuzigo,2250000,1755000,105300,1703.33
P117003519,Side Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,NONE,RENTED,108.64,COMMERCIAL,Retail_Space,1440000,1008000,60480,556.70
P117003520,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,NONE,RENTED,4590.45,COMMERCIAL,Retail_Space_Office_Space,571973632.9,400381543,24022892.58,5233.23
P117003521,Side Road,SLUM,FAIR,MUD WATTLE,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,125.07,COMMERCIAL,Retail_Space_Rear_Room,2026589,1418612,85116.72,680.55
P117003523,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLYWOOD,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,37.91,RESIDENTIALRENTED,TenementMuzigo,2160000,1684800,101088,2666.53
P117003527,Restricted,MIDDLE CLASS,UNDER RENOVATION,BRICKS,PLASTERED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PITLATRINE,YES,SECURITY GUARD,WALL,RENTED,99.7,RESIDENTIALRENTED,Mainbuilding,4500000,3510000,210600,2112.34
P117003528,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,SECURITY GUARD,WALL,RENTED,495.6,RESIDENTIALRENTED,Apartment,27000000,21060000,1263600,2549.64
P117003529,Main Road,SLUM,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,SECURITY GUARD,WALL,RENTED,360,RESIDENTIALRENTED,Apartment,18900000,14742000,884520,2457.00
P117003533,Main Road,HIGH CLASS,POOR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,NONE,RENTED,862.1,COMMERCIAL,Retail_Space,151950297.1,106365208,6381912.48,7402.75
P117003534,Main Road,HIGH CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,217.16,COMMERCIAL,Retail_Space_Rear_Room,23922345.71,16745642,1004738.52,4626.72
P117003535,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLYWOOD,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,34.72,RESIDENTIALRENTED,TenementMuzigo,1800000,1404000,84240,2426.27
P117003536,Footpath,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,58.5,RESIDENTIALRENTED,TenementMuzigo,2160000,1684800,101088,1728.00
P117003537,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,45.1,RESIDENTIALRENTED,TenementMuzigo,1440000,1123200,67392,1494.28
P117003538,Footpath,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,28.9,RESIDENTIALRENTED,TenementMuzigo,1440000,1123200,67392,2331.90
P117003539,Footpath,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,11.45,RESIDENTIALRENTED,TenementMuzigo,450000,351000,21060,1839.30
P117003540,Footpath,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,321.37,RESIDENTIALRENTED,TenementMuzigo,18180000,14180400,850824,2647.49
P117003541,Footpath,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,14.75,RESIDENTIALRENTED,TenementMuzigo,1440000,1123200,67392,4568.95
P117003542,Footpath,SLUM,FAIR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,18.53,RESIDENTIALRENTED,TenementMuzigo,1440000,1123200,67392,3636.91
P117003547,Main Road,SLUM,POOR,MUD WATTLE,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,68.089,RESIDENTIALRENTED,TenementMuzigo,3150000,2457000,147420,2165.11
P117003548,Main Road,SLUM,POOR,MUD WATTLE,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,24.85,RESIDENTIALRENTED,TenementMuzigo,1260000,982800,58968,2372.96
P117003549,Footpath,SLUM,GOOD,BRICKS,ROUGH CAST,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,48.15,RESIDENTIALRENTED,TenementMuzigo,1890000,1474200,88452,1837.01
P117003550,Side Road,MIDDLE CLASS,FAIR,BRICKS,CLAY BRICKS,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,429.33,RESIDENTIALRENTED,Apartment,19800000,15444000,926640,2158.34
P117003553,Side Road,SLUM,FAIR,MUD WATTLE,UNPLASTERED,NONE,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,110.03,RESIDENTIALRENTED,TenementMuzigo,3880800,2716560,162993.6,1481.36
P117003554,Side Road,SLUM,FAIR,MUD WATTLE,UNPLASTERED,NONE,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,71.44,RESIDENTIALRENTED,TenementMuzigo,1764000,1234800,74088,1037.07
P117003555,Side Road,SLUM,POOR,BRICKS,PLASTERED,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,176,COMMERCIAL,Retail_Space_Rear_Room,10440000,7236000,434160,2466.82
P117003556,Side Road,SLUM,GOOD,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,15,RESIDENTIALRENTED,TenementMuzigo,630000,491400,29484,1965.60
P117003558,Side Road,SLUM,POOR,TIMBER,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,8,COMMERCIAL,Office_Space,288000,201600,12096,1512.00
P117003559,Side Road,SLUM,POOR,TIMBER,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,10.5,RESIDENTIALRENTED,TenementMuzigo,360000,280800,16848,1604.57
P117003560,Side Road,SLUM,POOR,TIMBER,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,25,RESIDENTIALRENTED,TenementMuzigo,360000,280800,16848,673.92
P117003561,Side Road,SLUM,POOR,TIMBER,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,10.5,RESIDENTIALRENTED,Outbuilding,336000,201600,12096,1152.00
P117003562,Side Road,SLUM,POOR,TIMBER,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,10,RESIDENTIALRENTED,Outbuilding,336000,201600,12096,1209.60
P117003563,Side Road,SLUM,GOOD,BRICKS,PAINTED,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,WALL,RENTED,169.03,COMMERCIAL,Office_Space,3888000,2721600,163296,966.08
P117003570,Side Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,ELECTRIC FENCING,WALL,RENTED,131.96,RESIDENTIALRENTED,Outbuilding,5400000,4212000,252720,1915.13
P117003571,Side Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,ELECTRIC FENCING,WALL,RENTED,660.74,RESIDENTIALRENTED,Apartment,63000000,49140000,2948400,4462.27
P117003572,Side Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,ELECTRIC FENCING,WALL,RENTED,50.84,RESIDENTIALRENTED,Outbuilding,2700000,2106000,126360,2485.44
P117003573,Side Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,ELECTRIC FENCING,WALL,RENTED,67.24,RESIDENTIALRENTED,Outbuilding,1800000,1404000,84240,1252.83
P117003575,Side Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,WALL,RENTED,92.87,RESIDENTIALRENTED,Mainbuilding,6300000,4914000,294840,3174.76
P117003576,Footpath,SLUM,POOR,MUD WATTLE,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,73.7,RESIDENTIALRENTED,TenementMuzigo,2700000,2106000,126360,1714.52
P117003577,Footpath,SLUM,POOR,MUD WATTLE,UNPLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,86.64,RESIDENTIALRENTED,TenementMuzigo,2700000,2106000,126360,1458.45
P117003578,Footpath,SLUM,POOR,MUD WATTLE,PLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,131.4,RESIDENTIALRENTED,TenementMuzigo,4500000,3510000,210600,1602.74
P117003579,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,NONE,RENTED,77.78,RESIDENTIALRENTED,TenementMuzigo,3600000,2808000,168480,2166.11
P117003580,Side Road,SLUM,FAIR,MUD WATTLE,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,56.75,RESIDENTIALRENTED,TenementMuzigo,1764000,1234800,74088,1305.52
P117003584,Side Road,SLUM,FAIR,BRICKS,UNPLASTERED,NONE,NONE,NONE,HYDRO,PITLATRINE,YES,NONE,NONE,RENTED,28.39,RESIDENTIALRENTED,TenementMuzigo,2700000,2106000,126360,4450.86
P117003585,Footpath,SLUM,POOR,TIMBER,UNPLASTERED,NONE,NONE,NONE,HYDRO,PITLATRINE,YES,NONE,NONE,RENTED,18.94,RESIDENTIALRENTED,TenementMuzigo,1800000,1404000,84240,4447.73
P117003586,Main Road,HIGH CLASS,FAIR,METALLIC SHEETING,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,NONE,RENTED,5983.92,COMMERCIAL,Retail_Space_Office_Space,289285714.3,202500000,12150000,2030.44
P117003587,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,153.77,COMMERCIAL,Workshop,12922428.57,9045700,542742,3529.57
P117003588,Main Road,MIDDLE CLASS,GOOD,METALLIC SHEETING,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,130.68,COMMERCIAL,Workshop,6717997.143,4702598,282155.88,2159.14
P117003589,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,NONE,RENTED,4468.46,COMMERCIAL,Retail_Space,357153652.9,250007557,15000453.42,3356.96
P117003590,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,NONE,RENTED,1736.72,COMMERCIAL,Retail_Space,142261701.4,99583191,5974991.46,3440.39
P117003591,Main Road,HIGH CLASS,FAIR,BRICKS,CLAY BRICKS,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,NONE,RENTED,63,COMMERCIAL,Retail_Space,15120000,10584000,635040,10080.00
P117003592,Main Road,HIGH CLASS,FAIR,BRICKS,CLAY BRICKS,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,NONE,RENTED,210.7,COMMERCIAL,Retail_Space,17150137.14,12005096,720305.76,3418.63
P117003593,Main Road,HIGH CLASS,FAIR,BRICKS,CLAY BRICKS,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,NONE,RENTED,417.54,COMMERCIAL,Retail_Space,34319210,24023447,1441406.82,3452.14
P117003598,Main Road,SLUM,POOR,BRICKS,PAINTED,NONE,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,272.58,COMMERCIAL,Retail_Space,27077142.86,18954000,1137240,4172.13
P117003599,Main Road,SLUM,POOR,BRICKS,PAINTED,NONE,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,178.1,COMMERCIAL,Retail_Space,18051428.57,12636000,758160,4256.93
P117003600,Main Road,SLUM,POOR,BRICKS,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,NONE,RENTED,39.75,COMMERCIAL,Workshop,3008571.429,2106000,126360,3178.87
P117003601,Main Road,HIGH CLASS,POOR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,METAL GRILLES,RENTED,69.45,RESIDENTIALRENTED,Mainbuilding,2700000,2106000,126360,1819.44
P117003602,Main Road,HIGH CLASS,POOR,BRICKS,PAINTED,Other Floor Finish,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,METAL GRILLES,RENTED,64.02,RESIDENTIALRENTED,TenementMuzigo,2700000,2106000,126360,1973.76
P117003604,Main Road,SLUM,UNDER CONSTRUCTION,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,NONE,RENTED,443,COMMERCIAL,Retail_Space,45128571.43,31590000,1895400,4278.56
P117003605,Side Road,SLUM,POOR,IRON SHEETS,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,563.3,COMMERCIAL,Stores,9025714.286,6318000,379080,672.96
P117003607,Side Road,HIGH CLASS,GOOD,BRICKS,PLASTERED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,505.2,COMMERCIAL,Office_Space,60599750,42419825,2545189.5,5037.98
P117003608,Side Road,HIGH CLASS,GOOD,BRICKS,CLAY BRICKS,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,208.86,COMMERCIAL,Office_Space,64422448.57,45095714,2705742.84,12954.82
P117003609,Side Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,36.63,COMMERCIAL,Office_Space,6276917.143,4393842,263630.52,7197.12
P117003610,Side Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,37.74,COMMERCIAL,Office_Space,6467125.714,4526988,271619.28,7197.12
